0.050000 	-0.177561 	-0.012099 	-0.004954 	-0.184762 	0.049648 	0.340494 	-0.609354 	-1.240135 	2.036170 	-0.560056 	1.043751 	0.126770 	-0.081762 	-0.387968 	-0.037587 	-0.027536 	-0.269332 	-0.124812 	0.443678 	0.013403 	-0.428305 	-0.203797 	-0.176879 	-0.032426 	-0.100728 	0.183332 	-0.140384 	-0.203036 	-0.348376 	-0.090494 	-0.065800 	-0.058991 	-0.175017 	-0.536618 	-0.372736 	0.081085 	-0.000264 	0.219907 	-0.114518 	-0.194877 	0.207116 	0.051918 	0.070125 	0.217375 	0.466524 	-0.208635 	-0.052415 	0.186053 	0.392909 	-0.252732 	0.224187 	-0.093602 	-0.084176 	0.138112 	0.213855 	-0.273071 	0.130829 	-0.071040 	-0.212804 	-0.002510 	3.588057 	2.966899 	-2.317453 	-0.249687 	-0.197239 	0.281487 	-0.153435 	-0.331798 	0.338006 	-0.077780 	-0.146179 	-0.038977 	-0.833202 	-0.121419 	-0.336669 	0.009159 	-0.127189 	0.161626 	-0.084249 	-0.235893 	-0.719154 	0.084406 	0.074998 	0.004206 	
0.100000 	-0.064241 	-0.282966 	-0.095347 	0.634513 	-0.445552 	-1.332435 	0.873516 	-0.562521 	1.404117 	0.123708 	1.022238 	1.154907 	-0.364349 	-0.672219 	-0.580581 	0.091597 	-0.161885 	-0.327479 	0.708489 	-0.321493 	-0.379431 	-0.117649 	-0.285009 	0.048731 	-0.068665 	0.157784 	0.152641 	-0.421855 	-0.249351 	-0.190044 	0.145108 	-0.303412 	-0.282962 	-0.713402 	-0.432880 	-0.106731 	0.186175 	0.186570 	-0.448218 	-0.205676 	-0.240057 	-0.136370 	0.533140 	0.288591 	0.835387 	0.161247 	-0.017880 	0.273897 	0.133048 	-0.112795 	0.658135 	0.058506 	-0.038537 	0.120804 	0.201143 	-0.122181 	-0.142249 	-0.149693 	-0.251518 	-0.086703 	0.089025 	5.170980 	1.244931 	-0.518681 	-0.626659 	-0.765021 	-0.280011 	-0.896459 	0.217434 	0.394142 	-0.027096 	0.062347 	-1.167901 	-0.302439 	-0.965485 	0.186223 	-0.051332 	0.113718 	-0.447458 	-0.421924 	-0.447991 	-0.040675 	0.067834 	0.036990 	
0.150000 	-0.012873 	-0.055786 	0.153755 	-0.202275 	-1.163628 	-0.394783 	-0.672573 	-0.973472 	0.023865 	0.223115 	0.810933 	1.018154 	-0.023343 	-0.840481 	-0.560450 	0.087775 	0.013588 	0.041334 	0.559959 	-0.400739 	-0.426003 	0.241495 	-0.010841 	0.456728 	0.008245 	-0.131362 	0.042523 	-0.453205 	-0.496608 	-0.201798 	0.321059 	-0.393479 	-0.221308 	-0.372031 	-0.590254 	0.175043 	-0.071249 	0.250888 	-0.178991 	0.093939 	-0.368746 	0.295493 	0.783951 	-0.009923 	1.072379 	0.204743 	-0.248844 	-0.101081 	0.367447 	0.080604 	0.695035 	0.026466 	0.135422 	0.158083 	0.132044 	-0.046847 	0.043463 	-0.032121 	0.010032 	-0.073832 	0.901618 	5.677802 	0.141539 	-0.319050 	-0.694225 	-0.601859 	-0.196319 	-0.191597 	0.137260 	0.055896 	0.173511 	0.189154 	-1.682274 	-0.238030 	-1.436633 	0.108998 	-0.094036 	0.048062 	-0.079437 	-0.203883 	-0.495132 	-0.013491 	-0.047513 	-0.051791 	
0.200000 	-0.132303 	0.045177 	0.270417 	0.114156 	-0.537018 	0.212932 	-0.584584 	-2.207438 	0.381532 	0.066916 	0.295681 	0.271245 	-0.254821 	-1.005392 	-0.937326 	0.181101 	-0.198598 	0.233920 	0.100033 	-0.206204 	-0.418039 	0.089480 	0.249489 	0.338038 	0.377939 	0.083475 	0.296142 	-0.335565 	0.178936 	0.190385 	0.032469 	-0.362103 	-0.254131 	0.100350 	-0.319452 	0.249477 	-0.285002 	0.320272 	-0.343222 	-0.615198 	-0.592185 	0.298849 	0.878949 	0.222350 	0.935643 	-0.149173 	-0.167430 	-0.037878 	0.022624 	-0.092798 	0.238307 	0.052772 	0.100235 	0.236865 	0.142933 	0.160371 	-0.155940 	-0.211574 	0.037223 	-0.031970 	3.218092 	5.583416 	0.632556 	-0.484877 	-1.176299 	-0.179357 	-0.458626 	-0.302605 	0.468143 	-0.304513 	-0.102688 	0.011726 	-1.842087 	-0.073333 	-2.383050 	-0.013279 	-0.017139 	-0.076849 	0.293789 	0.084057 	-0.448413 	0.031152 	-0.021634 	-0.060064 	
0.250000 	0.015264 	-0.178204 	0.190265 	-1.024348 	-1.090951 	-0.937601 	-1.993869 	-0.866356 	1.230863 	-0.322746 	-0.181477 	-0.210223 	-0.096387 	-1.234844 	-0.839912 	0.159815 	-0.139604 	0.239085 	0.327336 	-0.042571 	0.232606 	0.237253 	-0.114460 	0.446710 	0.200303 	-0.226454 	0.222396 	-0.440006 	-0.223580 	0.116392 	-0.172172 	-0.441540 	-0.247680 	-0.196105 	-0.159142 	0.064196 	-0.577290 	-0.145393 	-0.232254 	-0.648487 	-1.094353 	0.351191 	1.029180 	0.423260 	0.854086 	-0.142989 	-0.501029 	-0.093194 	0.074240 	-0.242063 	0.570512 	0.017975 	-0.077332 	0.152542 	0.159339 	0.199534 	-0.022266 	-0.129939 	-0.010951 	-0.057600 	5.627997 	7.614860 	-2.821645 	-0.129326 	-1.195922 	0.288617 	-0.145170 	0.221308 	0.411120 	-0.345880 	-0.027462 	0.212385 	-1.053472 	0.630197 	-0.263183 	-0.319725 	-0.388766 	0.037825 	-0.110792 	-0.506703 	0.104768 	0.024588 	0.048209 	-0.065845 	
0.300000 	0.051192 	-0.228015 	0.052904 	-1.058944 	-0.241659 	-0.461263 	-1.783392 	-0.723796 	-0.465472 	-0.445167 	-0.528368 	0.406131 	-0.311967 	-1.042490 	-0.207952 	0.370190 	-0.391434 	0.029515 	0.178060 	-0.192753 	0.395020 	0.171007 	-0.009185 	0.067312 	0.124879 	-0.006028 	0.173913 	-0.240490 	-0.061651 	0.090144 	0.098285 	-0.193531 	0.074265 	-0.718230 	0.086518 	-0.263897 	-0.459672 	-0.129617 	-0.282423 	-0.596551 	-0.858115 	0.481144 	0.994167 	0.160697 	0.089570 	-0.003807 	-0.116454 	-0.322979 	-0.098620 	-0.388862 	0.654878 	-0.006051 	-0.090207 	0.227134 	0.408008 	0.026111 	0.199301 	-0.002672 	-0.212219 	0.006937 	5.654196 	6.249667 	-0.953560 	0.131402 	-1.095762 	0.371537 	-0.599661 	0.099482 	0.137271 	-0.242952 	-0.325570 	-0.108848 	-1.547358 	1.320062 	0.000135 	-0.034134 	-0.475437 	0.088884 	-0.031719 	-0.631383 	-0.479601 	0.018371 	0.023565 	0.025865 	
0.350000 	-0.033768 	-0.364799 	0.087534 	-1.518151 	-0.839890 	0.371566 	-1.744915 	-0.862556 	0.500301 	-0.089633 	-0.129279 	0.543446 	-0.363039 	-0.396276 	-0.007204 	0.124359 	-0.394851 	0.135348 	-0.145682 	-0.394478 	-0.028976 	0.158977 	-0.049115 	0.264527 	0.187619 	-0.059875 	0.369912 	-0.096275 	-0.155242 	0.133488 	0.171889 	-0.173169 	0.106866 	-0.342903 	-0.143774 	0.017928 	-0.202224 	-0.002192 	0.047942 	-0.181031 	-0.682394 	0.278788 	1.394318 	-0.452867 	0.194680 	-0.287996 	-0.432415 	-0.276761 	0.105526 	-0.155654 	0.572076 	-0.075615 	-0.297302 	0.336977 	-0.028412 	-0.167388 	-0.070745 	0.081178 	-0.158197 	-0.052157 	4.582508 	7.666809 	-4.634039 	-0.076649 	-0.498223 	0.997299 	-0.430645 	-0.076378 	0.016943 	-0.062819 	-0.406768 	0.000571 	-1.014823 	0.272437 	0.706225 	-0.066522 	-0.236752 	0.140379 	-0.045275 	-0.409412 	-0.752913 	-0.021619 	0.051066 	-0.051915 	
0.400000 	-0.068643 	-0.151931 	0.123344 	-0.018058 	-1.334813 	0.074573 	-1.836077 	-1.962678 	-1.318357 	-0.518990 	-0.330814 	0.111236 	-0.560000 	-0.159048 	-0.285461 	-0.175124 	-0.301668 	-0.018258 	-0.668507 	-0.312821 	0.218830 	-0.038189 	0.314126 	0.209253 	0.189376 	-0.061380 	0.472092 	0.190329 	-0.057719 	0.456763 	0.261889 	-0.080019 	-0.089992 	0.125046 	0.301760 	0.530756 	0.325259 	-0.485891 	0.461567 	0.052166 	0.009583 	0.100496 	0.824076 	-0.804670 	0.481719 	-0.230979 	-0.369598 	-0.475797 	-0.061294 	0.105081 	0.497163 	-0.106503 	-0.225328 	0.342009 	-0.349601 	-0.308192 	-0.133214 	0.080927 	-0.241474 	-0.088395 	3.775666 	7.150883 	-3.288966 	-0.413439 	-0.237798 	0.249609 	-0.501201 	-0.087440 	0.030033 	0.054487 	0.119535 	0.417890 	-0.114938 	0.287785 	1.249399 	-0.003328 	-0.089404 	0.058095 	-0.214349 	-0.686069 	-0.386384 	0.002379 	0.016721 	0.001547 	
0.450000 	-0.199824 	-0.136539 	0.219516 	0.943109 	-1.978795 	-0.030241 	-2.401757 	-0.781589 	-1.849034 	-0.438412 	-0.922746 	-0.351827 	0.000016 	-0.620114 	0.238615 	-0.331838 	-0.453538 	-0.177034 	-0.196550 	-0.516812 	0.427537 	-0.115149 	-0.115839 	0.437798 	0.162899 	-0.264455 	0.625616 	0.144051 	-0.217325 	0.428245 	0.204871 	-0.138182 	0.143758 	0.313389 	0.423398 	0.729014 	0.444221 	-0.507763 	0.679056 	-0.002511 	0.261667 	0.406416 	0.131168 	-0.154830 	0.542603 	-0.343158 	-0.411482 	-0.317570 	0.344647 	0.033705 	0.773566 	-0.452541 	-0.290122 	0.388103 	-0.174546 	-0.313763 	-0.179323 	-0.242733 	-0.141845 	0.205348 	4.910580 	8.385069 	-4.345723 	-0.991908 	-0.782599 	0.060520 	-0.494418 	-0.459086 	0.317680 	-0.139143 	-0.129176 	0.364860 	-0.853615 	0.739178 	0.717722 	0.093865 	-0.177512 	0.333291 	-0.314713 	-0.328903 	-0.788513 	0.047536 	0.064158 	-0.108047 	
0.500000 	-0.080054 	-0.233598 	-0.002596 	0.743011 	-0.455151 	1.094965 	-3.595234 	-0.990625 	-2.266004 	0.209828 	-0.575523 	-0.176475 	-0.208089 	-0.188474 	0.457759 	0.056904 	-0.395144 	0.147864 	0.510423 	-0.445916 	0.116283 	-0.027982 	-0.060660 	0.263950 	0.139326 	-0.248496 	0.732675 	0.422064 	-0.150510 	0.537178 	0.505167 	-0.402804 	0.246486 	0.354386 	0.423033 	0.043744 	0.036579 	-0.214197 	0.418425 	0.387407 	0.373877 	0.881014 	0.272559 	-0.135556 	0.023967 	-0.311885 	-0.641048 	-0.172486 	-0.253056 	0.572977 	0.245466 	-0.308401 	-0.214595 	0.290173 	-0.139113 	-0.187395 	-0.085334 	-0.028964 	-0.106743 	0.200282 	3.291170 	5.156392 	-4.275918 	-0.775132 	0.064823 	-0.020451 	-0.264716 	0.089414 	0.376226 	-0.247285 	0.010189 	0.172700 	-0.385251 	-0.175170 	0.665287 	0.029862 	-0.217042 	0.298257 	-0.333525 	-0.652058 	-0.213437 	-0.047996 	-0.000782 	0.002268 	
