0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-nan(ind)	
0.065225 	0.643145 	0.473612 	0.036424 	0.093385 	0.147070 	0.529317 	0.962029 	0.595581 	0.182688 	0.217805 	0.250005 	0.137168 	0.231385 	0.233463 	0.355474 	0.121083 	0.106560 	0.090158 	0.116926 	0.068746 	0.415532 	0.245208 	0.223396 	0.130368 	0.370046 	0.119848 	0.123726 	0.141269 	0.114712 	0.112704 	0.047359 	0.201840 	0.343527 	0.315689 	0.073764 	0.452031 	0.245540 	0.235414 	0.046705 	0.262340 	0.352608 	0.043551 	0.028872 	0.158628 	0.038346 	0.327653 	0.022499 	0.019598 	0.366343 	0.155086 	0.477358 	1.167629 	0.270439 	0.261230 	0.503075 	0.027159 	0.258381 	0.161967 	0.211100 	0.163110 	1.752262 	0.265557 	0.812945 	0.241249 	0.237654 	0.807502 	0.035429 	0.351920 	0.190422 	1.100913 	0.168913 	0.032246 	0.036562 	0.026309 	0.121844 	0.163470 	0.095366 	0.301632 	0.102536 	0.248089 	0.370227 	0.278140 	0.377993 	0.617067 	0.560546 	0.542178 	0.120157 	0.017919 	0.032552 	0.226454 	0.244215 	1.137515 	0.261709 	0.029652 	0.061730 	0.054260 	0.217827 	0.030911 	0.757690 	0.434067 	0.112897 	0.157021 	0.056875 	0.078153 	0.386591 	0.196791 	0.043642 	0.163823 	0.134618 	0.147880 	0.196817 	0.384254 	0.171104 	0.196384 	0.048354 	0.312995 	0.413685 	0.215506 	0.358193 	0.431499 	0.120010 	0.030523 	0.280849 	0.275025 	0.274710	
0.564759 	0.282855 	0.334696 	0.214117 	0.200046 	0.119016 	0.182756 	0.990708 	0.160824 	0.067738 	0.480658 	0.199041 	0.002818 	0.587330 	0.133292 	0.186564 	0.151010 	0.504992 	0.071523 	1.022608 	0.379425 	0.020841 	0.094779 	0.639149 	0.247953 	0.298961 	0.471258 	0.461573 	0.296197 	0.269699 	0.495788 	0.436591 	0.135429 	0.321503 	0.050757 	0.019690 	1.134109 	0.198422 	0.247298 	0.292406 	0.279126 	0.552042 	0.015581 	0.006764 	0.248842 	0.273374 	1.412449 	0.070540 	0.078198 	0.616171 	0.086526 	0.122720 	0.590043 	0.042395 	0.096652 	0.195989 	0.471247 	0.717661 	0.274387 	0.552338 	0.287683 	0.599844 	0.301811 	0.603205 	0.350871 	0.057774 	0.152793 	0.235390 	0.530062 	0.326153 	0.145060 	0.277998 	0.102732 	0.179435 	0.093705 	0.025974 	0.072483 	0.342814 	0.434614 	0.141774 	0.087083 	0.219260 	0.524550 	0.163164 	0.166887 	0.478942 	0.176855 	0.434930 	0.279340 	0.085091 	0.647436 	1.100441 	0.816898 	0.659017 	0.329230 	0.067900 	0.078312 	0.140755 	0.154709 	0.218258 	0.499858 	0.044740 	0.373265 	0.181248 	0.399911 	0.219953 	0.616915 	0.062180 	0.303267 	0.374938 	0.158267 	0.056181 	0.136720 	0.059543 	0.356215 	0.208934 	0.558457 	0.576206 	0.244638 	0.203490 	0.348152 	0.367587 	0.949800 	0.301067 	0.273937 	0.319519	
1.067953 	0.210190 	0.581985 	0.101400 	0.308241 	0.169799 	0.326794 	0.568927 	0.328611 	0.028676 	0.246372 	0.299000 	0.172606 	0.532115 	0.292558 	0.420344 	0.037783 	0.207129 	0.109954 	0.146709 	0.694339 	0.430259 	0.216661 	0.393170 	0.075908 	0.180602 	0.260593 	0.598461 	0.870919 	0.067503 	0.036191 	0.277891 	0.379795 	0.294672 	0.146794 	1.038233 	0.619496 	0.248818 	0.413099 	0.513444 	0.945426 	1.556833 	0.344921 	0.493284 	0.778783 	0.548998 	0.505334 	0.036395 	0.160770 	0.136832 	0.241018 	0.154807 	0.416569 	0.036515 	0.392554 	0.820557 	0.026640 	1.326257 	0.376692 	0.291493 	0.048917 	0.448783 	0.224217 	0.891950 	0.187628 	0.294735 	0.278296 	0.352042 	0.521611 	0.261891 	0.404349 	0.385659 	0.830620 	0.054156 	0.096460 	0.026459 	0.232054 	0.277850 	0.560419 	0.375831 	0.486979 	0.452362 	0.585876 	0.444160 	0.348972 	0.456355 	0.681081 	0.293294 	0.164297 	0.265618 	0.369029 	0.191416 	1.081878 	0.540667 	0.228171 	0.663264 	0.251077 	0.797250 	0.387047 	0.785356 	0.155808 	0.029948 	0.057097 	0.221242 	0.186697 	0.237350 	0.081680 	0.126682 	0.080284 	0.268588 	0.180162 	0.020419 	1.060894 	0.293205 	0.715338 	0.664240 	0.100319 	0.207486 	0.678376 	0.079465 	0.105224 	0.121628 	1.119371 	0.074855 	0.562485 	0.377192	
0.685359 	0.256596 	0.402362 	0.022397 	0.301045 	0.118781 	0.482086 	1.439616 	0.201161 	0.010851 	0.446796 	0.594734 	0.092638 	0.168083 	0.058479 	0.952196 	0.139483 	0.673637 	0.112217 	0.333387 	0.579311 	0.250333 	0.383725 	0.196132 	0.047478 	0.109830 	0.201782 	0.195030 	1.201617 	0.020079 	0.107734 	0.177861 	0.804296 	0.151281 	0.088141 	0.856044 	0.813080 	0.608007 	0.487363 	0.100632 	0.146683 	1.732046 	0.029508 	0.397635 	1.035656 	0.459145 	0.371189 	0.501433 	0.169934 	0.054825 	0.050302 	0.643999 	0.034105 	0.200365 	1.945392 	0.553803 	0.032152 	0.501628 	0.683937 	0.031002 	0.064513 	0.781974 	0.232987 	0.067102 	0.055328 	0.368305 	0.199710 	0.324107 	1.087222 	0.212197 	0.805362 	0.547597 	0.438217 	0.330370 	0.728809 	0.204153 	0.082568 	0.083951 	0.542348 	0.154717 	0.919525 	0.232369 	0.506012 	0.140412 	0.049581 	0.127086 	0.315966 	0.134343 	0.116616 	0.013004 	0.230380 	0.248322 	0.431361 	0.959234 	0.202542 	0.698649 	0.777317 	0.220011 	0.669720 	0.370053 	0.046019 	0.023018 	0.042926 	0.354837 	0.528312 	0.320151 	0.117104 	0.124354 	0.193781 	0.256125 	0.356385 	0.073595 	0.586696 	0.746540 	0.382164 	2.138051 	0.526237 	0.094238 	0.244005 	0.274272 	0.397925 	0.099814 	0.528225 	0.140636 	0.315048 	0.377696	
0.399062 	0.610755 	0.317486 	0.212782 	0.717410 	0.136631 	0.352361 	0.170214 	0.227242 	0.118266 	0.420634 	0.374511 	0.015146 	0.313661 	0.185918 	0.091792 	0.120685 	1.105622 	0.108617 	0.613355 	0.492189 	0.477911 	0.088089 	0.059553 	0.329190 	0.158243 	0.098992 	0.719464 	1.769236 	0.076017 	0.361936 	0.028855 	1.691509 	0.120530 	0.089427 	0.223874 	0.093799 	0.014774 	0.262221 	0.202525 	0.234446 	0.235361 	0.277645 	0.048490 	0.306115 	0.037315 	0.086181 	0.191558 	0.368353 	0.028699 	0.170442 	2.504505 	0.017172 	0.245821 	1.900726 	0.439397 	0.293276 	0.026447 	0.254159 	0.197237 	0.176887 	0.325697 	0.045400 	0.059052 	0.520639 	0.252157 	0.509684 	0.413729 	0.313336 	0.454368 	0.974581 	0.354410 	0.088425 	0.187973 	0.505563 	0.288159 	0.125157 	0.225250 	0.123228 	0.441606 	0.135297 	0.002099 	0.864432 	0.028450 	0.091601 	0.285260 	0.487321 	0.093008 	0.129784 	0.377575 	0.305440 	0.513050 	0.091413 	0.122547 	0.087920 	0.493006 	0.938254 	0.414275 	0.431423 	0.099130 	0.119169 	0.409467 	0.171187 	0.202844 	0.731762 	0.333892 	0.103741 	0.563159 	0.150033 	0.584094 	0.686323 	0.288478 	0.476582 	0.478663 	0.824365 	1.492689 	0.351953 	0.077969 	0.153684 	0.086978 	0.975749 	0.177625 	0.188829 	0.078168 	0.500525 	0.345296	
0.150789 	1.066744 	0.032880 	0.326549 	1.662959 	0.826083 	0.218977 	0.097671 	0.235856 	0.270096 	0.231110 	0.082601 	0.311527 	0.575993 	0.089040 	0.118899 	0.655284 	1.352894 	0.005444 	1.278368 	0.648836 	0.125131 	0.119944 	0.134816 	0.142932 	0.042691 	0.552079 	0.389295 	0.550000 	0.105046 	0.202842 	0.797590 	0.756441 	0.187044 	0.045281 	0.317294 	0.148512 	0.205291 	0.107138 	0.556490 	0.039571 	0.307017 	0.285668 	0.697482 	0.423024 	0.043084 	0.438198 	0.327154 	0.054248 	0.043603 	0.372474 	1.689059 	0.174729 	0.129852 	1.683301 	0.159955 	0.215329 	0.089050 	0.227104 	0.538293 	1.635627 	0.009089 	0.061826 	0.072572 	0.401595 	0.064465 	0.393622 	0.125049 	0.379408 	1.116194 	0.857858 	0.448290 	0.518345 	0.547536 	0.055129 	0.771583 	0.235521 	0.144235 	0.396975 	0.297266 	0.260013 	0.069441 	0.735140 	0.262207 	0.021706 	0.378635 	0.382454 	0.231401 	0.248809 	0.305577 	0.169539 	0.438513 	0.048718 	0.039753 	0.286138 	0.216358 	0.331795 	0.784756 	1.008712 	0.223870 	0.216820 	0.236210 	0.563279 	0.146790 	1.007614 	0.232537 	0.094942 	1.200062 	0.111819 	0.366622 	0.220766 	0.071007 	0.683503 	0.069204 	0.399390 	0.946375 	0.356550 	0.075107 	0.461067 	0.331822 	0.520252 	0.102828 	0.040292 	0.127063 	0.120278 	0.362546	
0.293534 	0.575948 	0.250975 	0.453644 	1.852240 	0.620745 	0.861478 	0.194385 	0.111242 	0.053051 	0.294299 	0.015072 	0.453590 	0.348683 	0.018341 	0.017067 	0.891915 	0.500959 	0.080541 	1.120960 	0.019412 	0.125841 	0.488576 	0.457513 	0.042234 	0.395128 	0.140563 	0.511621 	0.503217 	0.233271 	0.062451 	0.444517 	1.114369 	0.657535 	0.107965 	0.765603 	0.072201 	0.274895 	0.256267 	1.597707 	0.281025 	0.610452 	0.224821 	0.743306 	0.313921 	0.067167 	0.340226 	0.153906 	0.123708 	0.006940 	0.257979 	1.422365 	0.394453 	0.156434 	0.159413 	0.039839 	0.121036 	0.157414 	0.462126 	0.433177 	2.172045 	0.144681 	0.236706 	0.300341 	0.413415 	0.163136 	0.373230 	0.196905 	0.385595 	0.615092 	1.005859 	0.729943 	0.072487 	0.224128 	0.108712 	0.063813 	0.499323 	0.375789 	0.176068 	0.277928 	0.229973 	0.551392 	0.407994 	0.210863 	0.352461 	0.741712 	0.374059 	0.732579 	0.183003 	0.536139 	0.718626 	0.485500 	0.356384 	0.433187 	0.209845 	0.435341 	0.138343 	0.352903 	0.125763 	0.223795 	0.316828 	1.012239 	0.417540 	0.180591 	1.470889 	0.189375 	0.084354 	1.149517 	0.062724 	0.321636 	0.046973 	0.393952 	0.617184 	0.008461 	0.214152 	0.625331 	0.288149 	0.526916 	0.220427 	0.112429 	0.152511 	0.208451 	0.115870 	0.214383 	0.346878 	0.384665	
0.641097 	0.100351 	0.068298 	0.180681 	0.881046 	0.494699 	0.656870 	0.401230 	0.049756 	0.052874 	0.192916 	0.310011 	0.433873 	0.276784 	0.341653 	0.135852 	0.298207 	0.442714 	0.304119 	0.770651 	0.066926 	0.080920 	0.478792 	0.208159 	0.271244 	0.310566 	0.279920 	0.712118 	0.298825 	0.097528 	0.314737 	1.338978 	0.136100 	0.126107 	0.584017 	1.076379 	0.090099 	0.043516 	0.031932 	0.452851 	1.264178 	0.332419 	0.135102 	0.054193 	0.735180 	0.068222 	0.623428 	0.142159 	0.149829 	0.146776 	0.458717 	1.605199 	0.152481 	0.351145 	0.109260 	0.015791 	0.143867 	0.188822 	0.088757 	0.371836 	2.423522 	0.208681 	0.317256 	0.812814 	0.566310 	0.049651 	0.468518 	0.240996 	0.482145 	0.566337 	0.374135 	0.613051 	0.147718 	0.652977 	0.204963 	0.156553 	0.493267 	0.393062 	0.340202 	0.252266 	0.626879 	0.802858 	0.372410 	0.171667 	0.648180 	0.250757 	0.193752 	0.246095 	0.246504 	0.363545 	1.020535 	0.265151 	0.052690 	1.296770 	0.064636 	0.152138 	0.457297 	0.494771 	0.290252 	0.274418 	0.278486 	0.592961 	0.420541 	0.143320 	1.143265 	0.153147 	0.274266 	1.777649 	0.111971 	0.154617 	0.298289 	0.317760 	0.536849 	0.516771 	0.319476 	0.238876 	0.164392 	0.648254 	0.756034 	0.074704 	0.737185 	0.422503 	0.436232 	0.187573 	0.207549 	0.389095	
1.329021 	0.285600 	0.107608 	0.684893 	0.835445 	0.238185 	0.840409 	0.558529 	0.071865 	0.029776 	0.560115 	0.129847 	0.328849 	0.754302 	0.179159 	0.472217 	0.401460 	0.266847 	0.333876 	0.456737 	0.747012 	0.025948 	1.029737 	0.586997 	0.472044 	0.326539 	0.018659 	0.593664 	0.238421 	0.045430 	0.041679 	1.230596 	0.111449 	0.285491 	0.441140 	1.308064 	0.091716 	0.172477 	0.044647 	0.723488 	0.649675 	0.101258 	0.429762 	0.141739 	0.614009 	0.341804 	1.216625 	0.217878 	0.102814 	0.143534 	0.296187 	1.209296 	0.351684 	0.523439 	0.279650 	0.250640 	0.168360 	0.477752 	0.465998 	0.162156 	1.060798 	0.840387 	0.104234 	0.420814 	0.948007 	0.122816 	0.301733 	0.351767 	0.610880 	0.823334 	0.413718 	0.219574 	0.534026 	0.307256 	0.206746 	0.437649 	0.155987 	0.202555 	0.695863 	0.340716 	0.395930 	0.465520 	0.216989 	0.000408 	0.470598 	0.436105 	0.500183 	0.520603 	0.123318 	0.211745 	0.819785 	0.329677 	0.415053 	0.629879 	0.524534 	0.106860 	0.857068 	0.085898 	0.265955 	0.374537 	0.724015 	0.097735 	0.293398 	0.785481 	0.685960 	0.278932 	0.312612 	1.089933 	0.157800 	0.169171 	0.159446 	0.113348 	1.038997 	0.233066 	0.492077 	0.784050 	0.218405 	1.497661 	0.068733 	0.220457 	0.212956 	0.206435 	0.530384 	0.335802 	0.399911 	0.416298	
