0.04000 	-1.03843e-03 	1.35377e-03 	3.65520e-03 	2.74826e-03 	-2.74972e-03 	3.03503e-03 	-2.19295e-03 	-3.57955e-03 	-4.27697e-03 	-5.78709e-03 	-3.29996e-03 	2.81724e-05 	2.32386e-04 	1.52275e-03 	1.28319e-03 	2.37564e-04 	-3.92003e-03 	-9.06191e-04 	1.42567e-03 	4.26164e-03 	-1.40757e-03 	-3.48525e-03 	1.25232e-04 	-3.00332e-03 	4.15750e-03 	5.47351e-03 	4.00773e-03 	-5.60034e-03 	3.90598e-03 	-1.45061e-03 	3.34914e-03 	-4.40482e-03 	-3.86544e-03 	1.42467e-03 	3.88273e-03 	2.48323e-03 	3.65185e-03 	8.54982e-05 	2.56300e-04 	2.50651e-04 	2.85633e-03 	-5.77385e-04 	2.18727e-03 	-2.42069e-04 	-2.17501e-03 	7.32702e-04 	-2.80399e-03 	-9.73268e-04 	3.65674e-03 	-3.01863e-03 	6.20963e-04 	-5.13222e-03 	-2.29403e-04 	-1.39898e-03 	-1.91582e-05 	3.71875e-03 	4.34030e-03 	-7.98971e-04 	-2.93799e-03 	3.24645e-04 	6.53488e-10 	-1.95140e-07 	8.49101e-08 	
0.08000 	-1.03671e-03 	1.35154e-03 	3.65135e-03 	2.74596e-03 	-2.74643e-03 	3.03235e-03 	-2.19156e-03 	-3.57903e-03 	-4.27545e-03 	-5.78200e-03 	-3.29666e-03 	2.77653e-05 	2.31993e-04 	1.52195e-03 	1.28287e-03 	2.37160e-04 	-3.91636e-03 	-9.05265e-04 	1.42345e-03 	4.25765e-03 	-1.40630e-03 	-3.48491e-03 	1.23748e-04 	-3.00168e-03 	4.15694e-03 	5.47316e-03 	4.00726e-03 	-5.59924e-03 	3.90461e-03 	-1.44568e-03 	3.34925e-03 	-4.40344e-03 	-3.86468e-03 	1.42328e-03 	3.88344e-03 	2.48296e-03 	3.65102e-03 	8.54829e-05 	2.56349e-04 	2.50518e-04 	2.85667e-03 	-5.78781e-04 	2.18462e-03 	-2.41577e-04 	-2.17273e-03 	7.31204e-04 	-2.80369e-03 	-9.73804e-04 	3.65653e-03 	-3.01812e-03 	6.22202e-04 	-5.12932e-03 	-2.30283e-04 	-1.40011e-03 	-1.99274e-05 	3.71479e-03 	4.33639e-03 	-7.98280e-04 	-2.93742e-03 	3.24986e-04 	9.12535e-10 	-1.95349e-07 	8.47264e-08 	
0.12000 	-1.03499e-03 	1.34931e-03 	3.64750e-03 	2.74367e-03 	-2.74315e-03 	3.02968e-03 	-2.19016e-03 	-3.57851e-03 	-4.27393e-03 	-5.77691e-03 	-3.29336e-03 	2.73593e-05 	2.31598e-04 	1.52116e-03 	1.28256e-03 	2.36757e-04 	-3.91269e-03 	-9.04339e-04 	1.42124e-03 	4.25366e-03 	-1.40503e-03 	-3.48456e-03 	1.22262e-04 	-3.00004e-03 	4.15637e-03 	5.47280e-03 	4.00680e-03 	-5.59813e-03 	3.90324e-03 	-1.44077e-03 	3.34936e-03 	-4.40206e-03 	-3.86392e-03 	1.42190e-03 	3.88415e-03 	2.48270e-03 	3.65019e-03 	8.54670e-05 	2.56398e-04 	2.50386e-04 	2.85701e-03 	-5.80179e-04 	2.18197e-03 	-2.41084e-04 	-2.17046e-03 	7.29706e-04 	-2.80339e-03 	-9.74339e-04 	3.65633e-03 	-3.01762e-03 	6.23439e-04 	-5.12643e-03 	-2.31162e-04 	-1.40124e-03 	-2.06948e-05 	3.71083e-03 	4.33250e-03 	-7.97589e-04 	-2.93685e-03 	3.25326e-04 	1.17170e-09 	-1.95557e-07 	8.45429e-08 	
0.16000 	-1.03329e-03 	1.34708e-03 	3.64365e-03 	2.74138e-03 	-2.73986e-03 	3.02700e-03 	-2.18877e-03 	-3.57799e-03 	-4.27241e-03 	-5.77182e-03 	-3.29007e-03 	2.69544e-05 	2.31204e-04 	1.52037e-03 	1.28225e-03 	2.36354e-04 	-3.90902e-03 	-9.03412e-04 	1.41903e-03 	4.24968e-03 	-1.40376e-03 	-3.48422e-03 	1.20773e-04 	-2.99840e-03 	4.15579e-03 	5.47244e-03 	4.00633e-03 	-5.59702e-03 	3.90187e-03 	-1.43587e-03 	3.34947e-03 	-4.40067e-03 	-3.86316e-03 	1.42051e-03 	3.88486e-03 	2.48243e-03 	3.64936e-03 	8.54505e-05 	2.56445e-04 	2.50256e-04 	2.85735e-03 	-5.81578e-04 	2.17932e-03 	-2.40591e-04 	-2.16818e-03 	7.28207e-04 	-2.80310e-03 	-9.74872e-04 	3.65613e-03 	-3.01712e-03 	6.24676e-04 	-5.12354e-03 	-2.32039e-04 	-1.40236e-03 	-2.14605e-05 	3.70688e-03 	4.32860e-03 	-7.96897e-04 	-2.93627e-03 	3.25667e-04 	1.43099e-09 	-1.95765e-07 	8.43595e-08 	
0.20000 	-1.03158e-03 	1.34486e-03 	3.63981e-03 	2.73909e-03 	-2.73658e-03 	3.02433e-03 	-2.18739e-03 	-3.57747e-03 	-4.27090e-03 	-5.76674e-03 	-3.28678e-03 	2.65505e-05 	2.30810e-04 	1.51957e-03 	1.28194e-03 	2.35951e-04 	-3.90536e-03 	-9.02485e-04 	1.41682e-03 	4.24570e-03 	-1.40249e-03 	-3.48387e-03 	1.19280e-04 	-2.99676e-03 	4.15522e-03 	5.47208e-03 	4.00586e-03 	-5.59591e-03 	3.90049e-03 	-1.43097e-03 	3.34958e-03 	-4.39929e-03 	-3.86239e-03 	1.41913e-03 	3.88556e-03 	2.48216e-03 	3.64853e-03 	8.54333e-05 	2.56492e-04 	2.50128e-04 	2.85768e-03 	-5.82978e-04 	2.17667e-03 	-2.40098e-04 	-2.16592e-03 	7.26706e-04 	-2.80280e-03 	-9.75405e-04 	3.65593e-03 	-3.01662e-03 	6.25912e-04 	-5.12065e-03 	-2.32916e-04 	-1.40348e-03 	-2.22245e-05 	3.70293e-03 	4.32472e-03 	-7.96205e-04 	-2.93570e-03 	3.26007e-04 	1.69040e-09 	-1.95974e-07 	8.41763e-08 	
0.24000 	-1.02988e-03 	1.34264e-03 	3.63598e-03 	2.73680e-03 	-2.73330e-03 	3.02166e-03 	-2.18601e-03 	-3.57694e-03 	-4.26939e-03 	-5.76166e-03 	-3.28349e-03 	2.61477e-05 	2.30415e-04 	1.51878e-03 	1.28162e-03 	2.35548e-04 	-3.90169e-03 	-9.01557e-04 	1.41461e-03 	4.24173e-03 	-1.40123e-03 	-3.48352e-03 	1.17785e-04 	-2.99513e-03 	4.15465e-03 	5.47171e-03 	4.00540e-03 	-5.59480e-03 	3.89912e-03 	-1.42609e-03 	3.34969e-03 	-4.39790e-03 	-3.86163e-03 	1.41775e-03 	3.88627e-03 	2.48190e-03 	3.64770e-03 	8.54155e-05 	2.56537e-04 	2.50001e-04 	2.85802e-03 	-5.84380e-04 	2.17403e-03 	-2.39604e-04 	-2.16365e-03 	7.25206e-04 	-2.80251e-03 	-9.75936e-04 	3.65574e-03 	-3.01612e-03 	6.27147e-04 	-5.11777e-03 	-2.33791e-04 	-1.40460e-03 	-2.29867e-05 	3.69899e-03 	4.32084e-03 	-7.95513e-04 	-2.93512e-03 	3.26348e-04 	1.94994e-09 	-1.96182e-07 	8.39933e-08 	
0.28000 	-1.02819e-03 	1.34043e-03 	3.63215e-03 	2.73452e-03 	-2.73002e-03 	3.01900e-03 	-2.18463e-03 	-3.57642e-03 	-4.26788e-03 	-5.75658e-03 	-3.28020e-03 	2.57461e-05 	2.30020e-04 	1.51799e-03 	1.28131e-03 	2.35146e-04 	-3.89802e-03 	-9.00629e-04 	1.41241e-03 	4.23776e-03 	-1.39996e-03 	-3.48317e-03 	1.16287e-04 	-2.99349e-03 	4.15407e-03 	5.47135e-03 	4.00493e-03 	-5.59369e-03 	3.89775e-03 	-1.42121e-03 	3.34980e-03 	-4.39651e-03 	-3.86085e-03 	1.41636e-03 	3.88697e-03 	2.48163e-03 	3.64687e-03 	8.53970e-05 	2.56581e-04 	2.49876e-04 	2.85835e-03 	-5.85783e-04 	2.17139e-03 	-2.39110e-04 	-2.16139e-03 	7.23704e-04 	-2.80221e-03 	-9.76466e-04 	3.65555e-03 	-3.01563e-03 	6.28382e-04 	-5.11489e-03 	-2.34666e-04 	-1.40572e-03 	-2.37473e-05 	3.69505e-03 	4.31696e-03 	-7.94821e-04 	-2.93455e-03 	3.26689e-04 	2.20960e-09 	-1.96391e-07 	8.38104e-08 	
0.32000 	-1.02649e-03 	1.33821e-03 	3.62832e-03 	2.73224e-03 	-2.72675e-03 	3.01633e-03 	-2.18326e-03 	-3.57589e-03 	-4.26637e-03 	-5.75151e-03 	-3.27692e-03 	2.53454e-05 	2.29624e-04 	1.51720e-03 	1.28100e-03 	2.34743e-04 	-3.89436e-03 	-8.99701e-04 	1.41021e-03 	4.23379e-03 	-1.39870e-03 	-3.48282e-03 	1.14786e-04 	-2.99185e-03 	4.15349e-03 	5.47098e-03 	4.00446e-03 	-5.59258e-03 	3.89638e-03 	-1.41634e-03 	3.34991e-03 	-4.39511e-03 	-3.86008e-03 	1.41498e-03 	3.88767e-03 	2.48136e-03 	3.64604e-03 	8.53779e-05 	2.56624e-04 	2.49752e-04 	2.85869e-03 	-5.87187e-04 	2.16876e-03 	-2.38616e-04 	-2.15913e-03 	7.22202e-04 	-2.80192e-03 	-9.76996e-04 	3.65537e-03 	-3.01513e-03 	6.29616e-04 	-5.11201e-03 	-2.35539e-04 	-1.40684e-03 	-2.45061e-05 	3.69111e-03 	4.31309e-03 	-7.94128e-04 	-2.93397e-03 	3.27030e-04 	2.46938e-09 	-1.96600e-07 	8.36277e-08 	
0.36000 	-1.02481e-03 	1.33600e-03 	3.62450e-03 	2.72996e-03 	-2.72348e-03 	3.01367e-03 	-2.18190e-03 	-3.57535e-03 	-4.26486e-03 	-5.74644e-03 	-3.27364e-03 	2.49459e-05 	2.29228e-04 	1.51641e-03 	1.28069e-03 	2.34341e-04 	-3.89070e-03 	-8.98772e-04 	1.40801e-03 	4.22983e-03 	-1.39743e-03 	-3.48247e-03 	1.13282e-04 	-2.99021e-03 	4.15292e-03 	5.47061e-03 	4.00399e-03 	-5.59146e-03 	3.89501e-03 	-1.41147e-03 	3.35002e-03 	-4.39372e-03 	-3.85930e-03 	1.41359e-03 	3.88838e-03 	2.48110e-03 	3.64521e-03 	8.53582e-05 	2.56665e-04 	2.49630e-04 	2.85902e-03 	-5.88593e-04 	2.16612e-03 	-2.38122e-04 	-2.15687e-03 	7.20698e-04 	-2.80163e-03 	-9.77524e-04 	3.65519e-03 	-3.01464e-03 	6.30849e-04 	-5.10914e-03 	-2.36411e-04 	-1.40795e-03 	-2.52633e-05 	3.68718e-03 	4.30923e-03 	-7.93435e-04 	-2.93340e-03 	3.27371e-04 	2.72929e-09 	-1.96809e-07 	8.34451e-08 	
0.40000 	-1.02312e-03 	1.33379e-03 	3.62068e-03 	2.72768e-03 	-2.72021e-03 	3.01101e-03 	-2.18054e-03 	-3.57482e-03 	-4.26336e-03 	-5.74137e-03 	-3.27036e-03 	2.45474e-05 	2.28833e-04 	1.51562e-03 	1.28038e-03 	2.33940e-04 	-3.88703e-03 	-8.97843e-04 	1.40581e-03 	4.22588e-03 	-1.39617e-03 	-3.48211e-03 	1.11776e-04 	-2.98858e-03 	4.15234e-03 	5.47023e-03 	4.00352e-03 	-5.59035e-03 	3.89364e-03 	-1.40662e-03 	3.35013e-03 	-4.39232e-03 	-3.85853e-03 	1.41221e-03 	3.88908e-03 	2.48083e-03 	3.64438e-03 	8.53379e-05 	2.56706e-04 	2.49510e-04 	2.85935e-03 	-5.90001e-04 	2.16349e-03 	-2.37627e-04 	-2.15462e-03 	7.19195e-04 	-2.80134e-03 	-9.78052e-04 	3.65501e-03 	-3.01415e-03 	6.32081e-04 	-5.10628e-03 	-2.37282e-04 	-1.40907e-03 	-2.60187e-05 	3.68325e-03 	4.30536e-03 	-7.92742e-04 	-2.93282e-03 	3.27712e-04 	2.98933e-09 	-1.97017e-07 	8.32627e-08 	
